F_1 (bot_pin),F_2 (bot_pin),F_1 (top_pin),F_2 (top_pin),elastic_energy,fracture_dissipation,undamaged_elastic_energy,external_work,displacement 1 [0.      0.02115 0.     ],displacement 2 [0.      0.02115 0.     ],displacement 1 [0.    0.017 0.   ],displacement 2 [0.    0.017 0.   ]
-7592.648217495839,-385740.15281002567,103074.63409729092,347374.09829134686,19.14934812817099,14.78769295969733,1731.9011058430285,35.39335247948807,2.7474863361910783e-06,-1.3311785069827816e-06,1.2094438366769506e-05,-0.0001231500514092393
-7569.411916247373,-384605.57352895214,102766.52339938006,346363.8936244489,19.134396071190388,14.886177444019316,1786.1083819980415,35.36520102987681,2.7398100517641967e-06,-1.3274128191615806e-06,1.2095318954184331e-05,-0.0001233723984565224
-7551.856373903163,-383765.1883075194,102536.86594654567,345617.9137294328,19.158877321883967,14.995183341138752,1851.0820082889343,35.40981621906214,2.734281023269942e-06,-1.3246829910196141e-06,1.2106619540144207e-05,-0.0001237517267348579
-7539.895283278194,-383204.0163472329,102382.65824472958,345120.7188122597,19.19949723681134,15.09270504341447,1911.9240509341257,35.48428968356371,2.7306987236914293e-06,-1.322902176573105e-06,1.2120566460946538e-05,-0.00012415215452040048
-7525.884885271765,-382542.95142493094,102201.72635982989,344532.6872412937,19.23790534836485,15.198378211176045,1978.2623274316495,35.55458141333405,2.7264452112651815e-06,-1.3207929114942271e-06,1.2131754296763108e-05,-0.0001245685906234317
-7498.3305889026105,-381208.3293614668,101839.78430651354,343339.6090878272,19.240277997714898,15.336391212467303,2061.1083139479256,35.558021920553074,2.7175305005098663e-06,-1.3164113787003647e-06,1.2130659216098132e-05,-0.0001249589794028219
-7475.677001770089,-380111.30592136574,101542.10122624297,342360.50474046497,19.246968277942678,15.454904770410023,2134.1759919705055,35.56958665437311,2.710214417454814e-06,-1.3128137256597068e-06,1.2133517932876604e-05,-0.00012531046278526042
-7439.88339544412,-378359.72818851325,101067.77920038834,340798.5922994489,19.226150683684853,15.61273462740618,2229.663030904751,35.53011580823966,2.6983731006845997e-06,-1.3070068935894408e-06,1.2134581137877208e-05,-0.00012568350037723002
-7384.061712357909,-375590.2786195271,100323.00080425544,338312.8241284287,19.095808959443293,15.765451689231135,2310.0576610659814,35.28808348115968,2.679284320438324e-06,-1.2976933150206008e-06,1.2090935663650725e-05,-0.00012568421402158812
-7353.774296165864,-374101.00476319884,99920.44724555594,336984.54764970083,19.06815988894717,15.890040322593673,2387.5210757574223,35.23616255351487,2.6691681724261926e-06,-1.2927382859913822e-06,1.209043010010514e-05,-0.00012594536512847439
-7315.727184776331,-372218.07290114806,99412.31997326238,335304.6599032484,19.009694461801885,16.02428637326986,2468.629235130958,35.12725733760182,2.656268081960277e-06,-1.2864312026274754e-06,1.2084568027270251e-05,-0.0001261330670128469
-7276.104586573303,-370243.7233201505,98880.40636872078,333542.2343773919,18.920553528921143,16.137334887339268,2533.044180028224,34.961820345332036,2.642613166890079e-06,-1.2797683821860346e-06,1.2071430779276445e-05,-0.00012615891782284992
-7252.364822227834,-369073.1053901132,98564.63312713277,332496.8567535771,18.894263655084544,16.231212525222197,2594.678536288409,34.91256265315549,2.634643759928119e-06,-1.2758680091507725e-06,1.2068853827852713e-05,-0.00012634049153287328
-7237.571367661987,-368351.24053915415,98369.81218807462,331851.132714995,18.893452131087837,16.30489415870383,2646.561715927072,34.91045833883114,2.6298071536604975e-06,-1.2734940515915046e-06,1.2068874911644181e-05,-0.00012654952689543147
-7219.285134009377,-367447.02229438873,98126.59511328125,331040.6430003011,18.86400099782476,16.368646379577104,2688.387942795117,34.855520294655854,2.6236244272946306e-06,-1.2704726540379084e-06,1.2060064558350705e-05,-0.00012663451142168544
-7210.890534260602,-367050.24638751155,98018.55839138763,330688.27253998315,18.89717546717153,16.443048460843503,2747.6023596318596,34.91620418378179,2.6211055609637008e-06,-1.2692210887712262e-06,1.2071904002823304e-05,-0.0001269608185183926
-7204.779365972766,-366790.53095214406,97945.94569927307,330461.64273890544,18.99440888966335,16.56799481134335,2853.405395924465,35.09479326079187,2.619779321848164e-06,-1.2685260849906317e-06,1.2103230392457258e-05,-0.0001276484610733795
-7147.892973363028,-363942.978924303,97181.04770533333,327913.0689412646,18.8374148983603,16.706565595094997,2930.713257714055,34.803724733846984,2.5999812050933257e-06,-1.25888092984447e-06,1.2069502084111924e-05,-0.0001275203235450339
-7113.685345751997,-362227.106810777,96720.75471594164,326374.8520384176,18.731801260491192,16.778743317488157,2968.5388534691406,34.60804153762814,2.5880129645724025e-06,-1.2530555169589196e-06,1.204249573886027e-05,-0.0001273729073202046
-7103.6192829783195,-361745.67278205784,96589.98987070346,325948.271576924,18.7649301723135,16.862089642322633,3038.5010631987493,34.668563593779396,2.5849145285527095e-06,-1.2515203771934932e-06,1.2058002326570152e-05,-0.00012772999946222252
-7079.733021206923,-360574.702039713,96275.24803707874,324897.1315095438,18.75413007826291,16.9738443859125,3123.6491266818166,34.64752085809788,2.5770310375817883e-06,-1.2476576484643314e-06,1.2051077517472134e-05,-0.00012802108694447462
-7052.796163534668,-359230.6028469879,95915.09065654405,323688.8355671697,18.683696890599393,17.04366799296397,3167.139951779217,34.51672985725876,2.567726026768898e-06,-1.243124090913857e-06,1.2027007310597147e-05,-0.00012798620035956403
-7043.854285405219,-358805.7979584292,95799.96764367213,323310.9974773344,18.719793663935768,17.12440778526849,3238.5796905741486,34.58266679947198,2.565027426021593e-06,-1.2417845196751005e-06,1.2040163543228137e-05,-0.00012834872929856042
-7018.916533826523,-357573.4174831319,95467.31210221756,322216.7950694116,18.711457928415122,17.245418197538243,3334.382722688667,34.566358188691275,2.556676136697669e-06,-1.237691479595813e-06,1.2056573739947054e-05,-0.0001286775369631549
-6987.6968515051485,-356007.12737079035,95046.84182483735,320815.8704162707,18.625309872025806,17.323253210747087,3383.0244501668303,34.40662443426867,2.545771916243489e-06,-1.2323806150655558e-06,1.2041295266225016e-05,-0.0001286124027547914
-6958.866430431107,-354575.8572660378,94660.81748606713,319544.7274329684,18.60192272793725,17.450237180337403,3484.443247625605,34.36247699734383,2.5360055600307712e-06,-1.2276006999510615e-06,1.2057484240737715e-05,-0.00012891003669250538
-6919.421182919043,-352595.1229782842,94129.52363707995,317771.6172056969,18.488898601796667,17.545061785553212,3543.840716726156,34.152928375333154,2.522201919580269e-06,-1.2208801465254455e-06,1.2035151285734719e-05,-0.0001288023456724513
-6897.962575289112,-351542.6073493926,93846.43478623778,316831.83610300336,18.497656272501874,17.664998966385564,3648.7805610232385,34.16797387551174,2.515164446467499e-06,-1.2174258338416774e-06,1.2044597587766496e-05,-0.0001291942110653259
-6863.124484863971,-349795.02096725244,93378.62345128065,315262.4051319632,18.395539736399062,17.747052595912418,3700.412312928746,33.97854778430906,2.503000387672627e-06,-1.2115054968451597e-06,1.2015311710324352e-05,-0.00012908525059275006
-6829.662628933219,-348120.06881035893,92929.8566713522,313760.7565854004,18.313300873350165,17.841319281314856,3767.822614914123,33.825755603303314,2.4913966629010075e-06,-1.2058516494955272e-06,1.1996141083689958e-05,-0.00012908286761704167
-6805.645904475691,-346930.18403101596,92610.36250539849,312697.47711034765,18.29484789354455,17.94845281500597,3861.5136892662695,33.79066228998964,2.483311594668851e-06,-1.2018960942293485e-06,1.1999359477308697e-05,-0.00012934544605816128
-6802.519967484104,-346806.78245155443,92574.84569494172,312599.7586434678,18.403009703876457,18.0699741999209,3996.3024000880687,33.98933143993798,2.482893422832029e-06,-1.201645772772018e-06,1.2051779968647083e-05,-0.00013009968568743609
-6767.252072404124,-345035.6787073093,92100.05159533952,311014.89290830295,18.310772428248146,18.165857492004456,4064.8842678791775,33.818128139390375,2.4705762409848836e-06,-1.1956469852984628e-06,1.2037149490304823e-05,-0.0001300672091165847
-6741.329379061265,-343742.3714349973,91753.4295288137,309857.0044973433,18.266362016089253,18.259039789439175,4142.858553504195,33.73518702817592,2.461685314103391e-06,-1.1913081840064245e-06,1.2031317354788159e-05,-0.00013019674510621423
-6712.076596209058,-342293.66541294724,91365.00911483113,308560.8825567642,18.249833020036554,18.397172550730826,4270.958424984244,33.70322159681955,2.451863875370703e-06,-1.18650254829423e-06,1.2035439733394897e-05,-0.00013056569665314822
-6674.160589184686,-340393.55819638254,90856.13199549203,306858.89330033335,18.163736633330604,18.514009168206677,4363.58736757973,33.543064306318776,2.4387085575062026e-06,-1.1800918335837017e-06,1.2020942679025292e-05,-0.00013062066301845388
-6651.684103188918,-339280.05230704317,90557.75133412205,305862.6720616306,18.153421462987865,18.623023195437067,4468.6533157493905,33.52285087511599,2.4311654384586106e-06,-1.1764007533063792e-06,1.2025497993969959e-05,-0.00013092451067442246
-6624.290412742815,-337919.52528052987,90194.08735552806,304639.6268610287,18.119495197680074,18.735395928331183,4572.656325064166,33.45884040704514,2.4218809552953275e-06,-1.1718669972538121e-06,1.2013641165169653e-05,-0.00013115470965737401
-6591.941074454062,-336301.3502373924,89761.56485200363,303185.73109393683,18.049341332969043,18.839217056280738,4660.127976309072,33.32810299245167,2.410705375295852e-06,-1.1664214174832726e-06,1.1993707956675043e-05,-0.00013122785371939749
-6561.383086336115,-334771.64750455145,89352.676578236,301812.01158696134,17.98295270842447,18.93741404796396,4744.00769027305,33.20437012243575,2.4001355082719024e-06,-1.1612712455171845e-06,1.1976535130754765e-05,-0.00013129715528250666
-6542.021433161945,-333807.6818081387,89094.68760983703,300949.0292304379,17.963905983862322,19.022190982473038,4827.797148392383,33.16825575965578,2.393558149201767e-06,-1.1580577321444716e-06,1.1977751171119915e-05,-0.00013149733803316654
-6527.384336070444,-333078.467783161,88899.12725044889,300299.2294965194,17.955939790611623,19.09284137491535,4900.542012652063,33.15283537394888,2.3885948478165698e-06,-1.1556300900840459e-06,1.198713926807858e-05,-0.00013169342705457416
-6503.410348665704,-331873.2159937194,88576.64194389955,299219.5977802338,17.89708681465839,19.16402789145713,4960.635537301837,33.04343377278792,2.3802216946202088e-06,-1.1515528174192563e-06,1.1978282163903804e-05,-0.00013170498126568954
